id,queue_id,pmid,doi,evidence_domain,candidate_modality,source_location,matched_terms,candidate_signal,suggested_evidence_grade,confidence_label,validation_status,curator_decision,redistribution_level,source_title
3880,9406,39924757,10.1002/adma.202415643,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Modular Design of Lipopeptide-Based Organ-Specific Targeting (POST) Lipid Nanoparticles for Highly Efficient RNA Delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Modular Design of Lipopeptide-Based Organ-Specific Targeting (POST) Lipid Nanoparticles for Highly Efficient RNA Delivery.
3882,9410,39923604,10.1016/j.bioadv.2025.214202,delivery,siRNA,PubMed abstract sentence 1,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: High-density lipoprotein-like nanoparticles with cationic cholesterol derivatives for siRNA delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,High-density lipoprotein-like nanoparticles with cationic cholesterol derivatives for siRNA delivery.
3883,9411,39923604,10.1016/j.bioadv.2025.214202,toxicity,siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: High-density lipoprotein-like nanoparticles with cationic cholesterol derivatives for siRNA delivery.",B,high_candidate,curator_rejected,reject,derived_annotations_only,High-density lipoprotein-like nanoparticles with cationic cholesterol derivatives for siRNA delivery.
3890,9424,39907973,10.1007/s13346-025-01800-4,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Topical delivery of siRNA to psoriatic skin model using high molecular weight chitosan derivatives: In vitro and in vivo studies.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Topical delivery of siRNA to psoriatic skin model using high molecular weight chitosan derivatives: In vitro and in vivo studies.
3893,9431,39904731,10.1002/anie.202425654,chemistry,ASO,PubMed abstract sentence 1,modification;conjugate,"chemistry candidate; matched derived terms: modification, conjugate; source title: NIR-II Emissive Oligonucleotides Grafted π-Conjugated Polymers for Low-Temperature Photothermal and Gene Combined Therapy.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,NIR-II Emissive Oligonucleotides Grafted π-Conjugated Polymers for Low-Temperature Photothermal and Gene Combined Therapy.
3894,9432,39904731,10.1002/anie.202425654,delivery,ASO,PubMed abstract sentence 2,nanoparticle;conjugated,"delivery candidate; matched derived terms: nanoparticle, conjugated; source title: NIR-II Emissive Oligonucleotides Grafted π-Conjugated Polymers for Low-Temperature Photothermal and Gene Combined Therapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,NIR-II Emissive Oligonucleotides Grafted π-Conjugated Polymers for Low-Temperature Photothermal and Gene Combined Therapy.
3900,9446,39864683,10.1016/j.ijbiomac.2025.140318,delivery,siRNA,PubMed abstract sentence 1,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Urchin-like magnetic nanoparticles loaded with type X collagen siRNA and Stattic to treat triple negative breast cancer under rotating magnetic field like an ""enchanted micro-scalpel"".",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Urchin-like magnetic nanoparticles loaded with type X collagen siRNA and Stattic to treat triple negative breast cancer under rotating magnetic field like an ""enchanted micro-scalpel""."
3911,9469,39824529,10.1136/jitc-2024-010579,toxicity,ASO/siRNA,PubMed abstract sentence 14,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Pancreatic cancer cell-intrinsic transglutaminase-2 promotes T cell suppression through microtubule-dependent secretion of immunosuppressive cytokines.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Pancreatic cancer cell-intrinsic transglutaminase-2 promotes T cell suppression through microtubule-dependent secretion of immunosuppressive cytokines.
3913,9473,39824265,10.1016/j.ijpharm.2025.125192,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Ether bond-modified lipid nanoparticles for enhancing the treatment effect of hepatic fibrosis.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Ether bond-modified lipid nanoparticles for enhancing the treatment effect of hepatic fibrosis.
3916,9480,39811495,10.1016/j.omtn.2024.102423,delivery,ASO/siRNA,PubMed abstract sentence 3,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Restoring hematopoietic stem and progenitor cell function in Fancc (-/-) mice by in situ delivery of RNA lipid nanoparticles.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Restoring hematopoietic stem and progenitor cell function in Fancc (-/-) mice by in situ delivery of RNA lipid nanoparticles.
3920,9488,39804640,10.1001/jamaneurol.2024.4631,assay,ASO/siRNA,PubMed abstract sentence 4,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: Five-Year Results With Patisiran for Hereditary Transthyretin Amyloidosis With Polyneuropathy: A Randomized Clinical Trial With Open-Label Extension.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Five-Year Results With Patisiran for Hereditary Transthyretin Amyloidosis With Polyneuropathy: A Randomized Clinical Trial With Open-Label Extension.
3926,9506,39772535,10.1021/acs.jmedchem.4c02528,delivery,ASO,PubMed abstract sentence 7,delivery;route,"delivery candidate; matched derived terms: delivery, route; source title: Metabolic Stability and Targeted Delivery of Oligonucleotides: Advancing RNA Therapeutics Beyond The Liver.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Metabolic Stability and Targeted Delivery of Oligonucleotides: Advancing RNA Therapeutics Beyond The Liver.
3936,9530,39705128,10.1021/acsami.4c12805,toxicity,siRNA,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Syringable Microcapsules for Sustained, Localized, and Controllable siRNA Delivery.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"Syringable Microcapsules for Sustained, Localized, and Controllable siRNA Delivery."
3940,9542,39648859,10.1080/22221751.2024.2438658,delivery,siRNA,PubMed abstract sentence 8,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Preassembled complexes of hAgo2 and ssRNA delivered by nanoparticles: a novel silencing gene expression approach overcoming the absence of the canonical pathway of siRNA processing in the apicomplexan parasite Babesia microti, blood parasite of veterinary and zoonotic importance.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Preassembled complexes of hAgo2 and ssRNA delivered by nanoparticles: a novel silencing gene expression approach overcoming the absence of the canonical pathway of siRNA processing in the apicomplexan parasite Babesia microti, blood parasite of veterinary and zoonotic importance."
3950,9566,39320435,10.1007/s13346-024-01709-4,delivery,ASO/siRNA,PubMed abstract sentence 3,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Oral delivery of stabilized lipid nanoparticles for nucleic acid therapeutics.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Oral delivery of stabilized lipid nanoparticles for nucleic acid therapeutics.
3952,9570,39314170,10.4103/NRR.NRR-D-24-00303,delivery,siRNA,PubMed abstract sentence 8,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Nanocarrier-mediated siRNA delivery: a new approach for the treatment of traumatic brain injury-related Alzheimer's disease.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Nanocarrier-mediated siRNA delivery: a new approach for the treatment of traumatic brain injury-related Alzheimer's disease.
3954,9574,39092676,10.1002/smtd.202400902,delivery,ASO,PubMed abstract sentence 4,nanoparticle;conjugated,"delivery candidate; matched derived terms: nanoparticle, conjugated; source title: Systemic Brain Delivery of Oligonucleotide Therapeutics Enhanced by Protein Corona-Assisted DNA Cubes.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Systemic Brain Delivery of Oligonucleotide Therapeutics Enhanced by Protein Corona-Assisted DNA Cubes.
3956,9580,38918987,10.2174/0115672018306882240618093152,delivery,ASO,PubMed abstract sentence 1,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Nanocarriers: Exploring the Potential of Oligonucleotide Delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Nanocarriers: Exploring the Potential of Oligonucleotide Delivery.
3958,9584,38918983,10.2174/0115665240307413240531111140,delivery,siRNA,PubMed abstract sentence 12,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: siRNA Treatments for Diabetic Neuropathy: Obstacles and Delivery Techniques.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,siRNA Treatments for Diabetic Neuropathy: Obstacles and Delivery Techniques.
3960,9588,40836980,10.3389/fddev.2024.1416737,delivery,siRNA,PubMed abstract sentence 4,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Dual conjugation of magnetic nanoparticles with antibodies and siRNA for cell-specific gene silencing in vascular cells.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Dual conjugation of magnetic nanoparticles with antibodies and siRNA for cell-specific gene silencing in vascular cells.
3965,9599,40074308,10.11817/j.issn.1672-7347.2024.230247,toxicity,siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: In vitro study of a siRNA delivery liposome constructed with an ionizable cationic lipid.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,In vitro study of a siRNA delivery liposome constructed with an ionizable cationic lipid.
3968,9610,39697635,10.20517/evcna.2024.19,delivery,ASO/siRNA,PubMed abstract sentence 3,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Endosomal escape mechanisms of extracellular vesicle-based drug carriers: lessons for lipid nanoparticle design.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Endosomal escape mechanisms of extracellular vesicle-based drug carriers: lessons for lipid nanoparticle design.
3972,9620,39651078,10.1021/acsomega.4c05808,delivery,siRNA,PubMed abstract sentence 4,delivery;uptake,"delivery candidate; matched derived terms: delivery, uptake; source title: Comparison of Cell-Penetrating and Fusogenic TAT-HA2 Peptide Performance in Peptideplex, Multicomponent, and Conjugate siRNA Delivery Systems.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Comparison of Cell-Penetrating and Fusogenic TAT-HA2 Peptide Performance in Peptideplex, Multicomponent, and Conjugate siRNA Delivery Systems."
3973,9621,39651078,10.1021/acsomega.4c05808,toxicity,siRNA,PubMed abstract sentence 9,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Comparison of Cell-Penetrating and Fusogenic TAT-HA2 Peptide Performance in Peptideplex, Multicomponent, and Conjugate siRNA Delivery Systems.",B,high_candidate,curator_rejected,reject,derived_annotations_only,"Comparison of Cell-Penetrating and Fusogenic TAT-HA2 Peptide Performance in Peptideplex, Multicomponent, and Conjugate siRNA Delivery Systems."
3974,9624,39598489,10.3390/pharmaceutics16111366,delivery,ASO/siRNA,PubMed abstract sentence 2,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: The Impact of COVID-19 on RNA Therapeutics: A Surge in Lipid Nanoparticles and Alternative Delivery Systems.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,The Impact of COVID-19 on RNA Therapeutics: A Surge in Lipid Nanoparticles and Alternative Delivery Systems.
3976,9628,39593088,10.1186/s12951-024-03003-4,delivery,siRNA,PubMed abstract sentence 9,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Sele-targeted siRNA liposome nanoparticles inhibit pathological scars formation via blocking the cross-talk between monocyte and endothelial cells: a preclinical study based on a novel mice scar model.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Sele-targeted siRNA liposome nanoparticles inhibit pathological scars formation via blocking the cross-talk between monocyte and endothelial cells: a preclinical study based on a novel mice scar model.
3986,9654,39490384,10.1016/j.addr.2024.115461,delivery,ASO/siRNA,PubMed abstract sentence 2,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Extracellular vesicles versus lipid nanoparticles for the delivery of nucleic acids.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Extracellular vesicles versus lipid nanoparticles for the delivery of nucleic acids.
3990,9660,39464033,10.1101/2024.10.14.618042,toxicity,siRNA,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Synthesis and characterization of chloroquine-modified albumin-binding siRNA-lipid conjugates for improved intracellular delivery and gene silencing in cancer cells.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Synthesis and characterization of chloroquine-modified albumin-binding siRNA-lipid conjugates for improved intracellular delivery and gene silencing in cancer cells.
